Gene,Species,Chromosome,Type,Type_Start,Type_End
CHRNA6,Mus musculus,8,PRRX1,27903127,27903133
CHRNA6,Mus musculus,8,PRRX2,27903127,27903134
CHRNA6,Mus musculus,8,OTX1,27903130,27903136
CHRNA6,Mus musculus,8,OTX2,27903130,27903137
CHRNA6,Mus musculus,8,PRRX2,27903135,27903142
CHRNA6,Mus musculus,8,PRRX1,27903136,27903142
CHRNA6,Mus musculus,8,OTX1,27903139,27903145
CHRNA6,Mus musculus,8,PRRX1,27903139,27903145
CHRNA6,Mus musculus,8,PRRX2,27903139,27903146
CHRNA6,Mus musculus,8,OTX2,27903139,27903146
CHRNA6,Mus musculus,8,PRDM1,27903152,27903159
CHRNA6,Mus musculus,8,OTX1,27903174,27903180
CHRNA6,Mus musculus,8,Lef1,27903191,27903199
CHRNA6,Mus musculus,8,MZF1,27903206,27903214
CHRNA6,Mus musculus,8,Prdm5,27903206,27903217
CHRNA6,Mus musculus,8,OTX1,27903229,27903235
CHRNA6,Mus musculus,8,OTX2,27903229,27903236
CHRNA6,Mus musculus,8,MZF1,27903230,27903238
CHRNA6,Mus musculus,8,Lef1,27903252,27903260
CHRNA6,Mus musculus,8,PRRX1,27903256,27903262
CHRNA6,Mus musculus,8,PRRX1,27903257,27903263
CHRNA6,Mus musculus,8,PRDM1,27903265,27903272
CHRNA6,Mus musculus,8,PRRX1,27903268,27903274
CHRNA6,Mus musculus,8,PRRX2,27903268,27903275
CHRNA6,Mus musculus,8,PRRX1,27903288,27903294
CHRNA6,Mus musculus,8,PROX1,27903297,27903309
CHRNA6,Mus musculus,8,OTX1,27903309,27903315
CHRNA6,Mus musculus,8,PRRX1,27903309,27903315
CHRNA6,Mus musculus,8,PRRX1,27903324,27903330
CHRNA6,Mus musculus,8,PRDM1,27903327,27903334
CHRNA6,Mus musculus,8,OTX2,27903335,27903342
CHRNA6,Mus musculus,8,OTX1,27903336,27903342
CHRNA6,Mus musculus,8,PRRX2,27903344,27903351
CHRNA6,Mus musculus,8,PRRX1,27903345,27903351
CHRNA6,Mus musculus,8,PRRX2,27903347,27903354
CHRNA6,Mus musculus,8,OTX1,27903348,27903354
CHRNA6,Mus musculus,8,PRRX1,27903348,27903354
CHRNA6,Mus musculus,8,PRRX2,27903348,27903355
CHRNA6,Mus musculus,8,OTX1,27903378,27903384
CHRNA6,Mus musculus,8,Prdm14,27903385,27903393
CHRNA6,Mus musculus,8,PRDM1,27903387,27903394
CHRNA6,Mus musculus,8,PRRX2,27903392,27903399
CHRNA6,Mus musculus,8,OTX2,27903392,27903399
CHRNA6,Mus musculus,8,OTX1,27903393,27903399
CHRNA6,Mus musculus,8,PRRX1,27903393,27903399
CHRNA6,Mus musculus,8,PRDM9,27903454,27903474
CHRNA6,Mus musculus,8,PRRX1,27903478,27903484
CHRNA6,Mus musculus,8,GRHL2,27903491,27903499
CHRNA6,Mus musculus,8,PRDM1,27903500,27903507
CHRNA6,Mus musculus,8,Prdm4,27903520,27903531
CHRNA6,Mus musculus,8,GRHL2,27903550,27903558
CHRNA6,Mus musculus,8,PRRX1,27903617,27903623
CHRNA6,Mus musculus,8,PRDM1,27903722,27903729
CHRNA6,Mus musculus,8,OTX1,27903727,27903733
CHRNA6,Mus musculus,8,PRRX1,27903735,27903741
CHRNA6,Mus musculus,8,PRRX1,27903741,27903747
CHRNA6,Mus musculus,8,PRRX2,27903741,27903748
CHRNA6,Mus musculus,8,PRRX1,27903778,27903784
CHRNA6,Mus musculus,8,PROX1,27903782,27903794
CHRNA6,Mus musculus,8,OTX1,27903788,27903794
CHRNA6,Mus musculus,8,Lef1,27903826,27903834
CHRNA6,Mus musculus,8,PRRX1,27903833,27903839
CHRNA6,Mus musculus,8,PROP1,27903833,27903844
CHRNA6,Mus musculus,8,PRRX1,27903839,27903845
CHRNA6,Mus musculus,8,OTX1,27903842,27903848
CHRNA6,Mus musculus,8,OTX1,27903847,27903853
CHRNA6,Mus musculus,8,Prdm4,27903854,27903865
CHRNA6,Mus musculus,8,PRDM1,27903880,27903887
CHRNA6,Mus musculus,8,Prdm14,27903888,27903896
CHRNA6,Mus musculus,8,GRHL1,27903914,27903924
CHRNA6,Mus musculus,8,PRRX1,27903921,27903927
CHRNA6,Mus musculus,8,PRRX1,27903922,27903928
CHRNA6,Mus musculus,8,OTX1,27903925,27903931
CHRNA6,Mus musculus,8,PRDM9,27903929,27903949
CHRNA6,Mus musculus,8,PRRX1,27903950,27903956
CHRNA6,Mus musculus,8,PRRX2,27903952,27903959
CHRNA6,Mus musculus,8,PRRX1,27903953,27903959
CHRNA6,Mus musculus,8,PRRX1,27903960,27903966
CHRNA6,Mus musculus,8,PRRX2,27903960,27903967
ALDH1A3,Mus musculus,19,HNF4A,20470086,20470095
ALDH1A3,Mus musculus,19,HNF4G,20470086,20470095
ALDH1A3,Mus musculus,19,Yy1,20470108,20470116
ALDH1A3,Mus musculus,19,MYC,20470144,20470152
ALDH1A3,Mus musculus,19,Stat4,20470309,20470319
ALDH1A3,Mus musculus,19,Yy1,20470315,20470323
ALDH1A3,Mus musculus,19,Yy1,20470327,20470335
ALDH1A3,Mus musculus,19,Yy1,20470353,20470361
ALDH1A3,Mus musculus,19,Stat4,20470361,20470371
ALDH1A3,Mus musculus,19,Lef1,20470398,20470406
ALDH1A3,Mus musculus,19,Stat4,20470404,20470414
ALDH1A3,Mus musculus,19,Stat4,20470413,20470423
ALDH1A3,Mus musculus,19,Yy1,20470493,20470501
ALDH1A3,Mus musculus,19,MZF1,20470498,20470506
ALDH1A3,Mus musculus,19,Lef1,20470503,20470511
ALDH1A3,Mus musculus,19,Lef1,20470652,20470660
ALDH1A3,Mus musculus,19,Stat4,20470658,20470668
ALDH1A3,Mus musculus,19,HNF4A,20470749,20470758
ALDH1A3,Mus musculus,19,HNF4G,20470749,20470758
ALDH1A3,Mus musculus,19,Stat4,20470759,20470769
ALDH1A3,Mus musculus,19,HNF4A,20470782,20470791
ALDH1A3,Mus musculus,19,HNF4G,20470782,20470791
ALDH1A3,Mus musculus,19,Stat4,20470832,20470842
ALDH1A3,Mus musculus,19,Yy1,20470911,20470919
ALDH1A3,Mus musculus,19,MZF1,20470920,20470928
ALDH1A3,Mus musculus,19,HNF4A,20470954,20470963
ALDH1A3,Mus musculus,19,HNF4G,20470954,20470963
ALDH1A3,Mus musculus,19,Yy1,20471006,20471014
ALDH1A3,Mus musculus,19,Stat4,20471036,20471046
ALDH1A3,Mus musculus,19,MZF1,20471106,20471114
ALDH1A3,Mus musculus,19,HNF4A,20471149,20471158
ALDH1A3,Mus musculus,19,HNF4G,20471149,20471158
ALDH1A3,Mus musculus,19,Yy1,20471155,20471163
ALDH1A3,Mus musculus,19,Stat4,20471165,20471175
ALDH1A3,Mus musculus,19,Stat4,20471166,20471176
ALDH1A3,Mus musculus,19,MZF1,20471204,20471212
ALDH1A3,Mus musculus,19,Yy1,20471209,20471217
ALDH1A3,Mus musculus,19,Lef1,20471227,20471235
ALDH1A3,Mus musculus,19,MZF1,20471268,20471276
ALDH1A3,Mus musculus,19,MYC,20471293,20471301
ALDH1A3,Mus musculus,19,Stat4,20471336,20471346
ALDH1A3,Mus musculus,19,Yy1,20471370,20471378
ALDH1A3,Mus musculus,19,HNF4A,20471404,20471413
ALDH1A3,Mus musculus,19,HNF4G,20471404,20471413
ALDH1A3,Mus musculus,19,Yy1,20471467,20471475
ALDH1A3,Mus musculus,19,Yy1,20471526,20471534
ALDH1A3,Mus musculus,19,MZF1,20471565,20471573
ALDH1A3,Mus musculus,19,MZF1,20471571,20471579
ALDH1A3,Mus musculus,19,MYC,20471580,20471588
ALDH1A3,Mus musculus,19,Lef1,20471640,20471648
ALDH1A3,Mus musculus,19,Stat4,20471763,20471773
ALDH1A3,Mus musculus,19,Yy1,20471768,20471776
ALDH1A3,Mus musculus,19,Stat4,20471875,20471885
ALDH1A3,Mus musculus,19,Stat4,20471912,20471922
ALDH1A3,Mus musculus,19,Yy1,20471919,20471927
ALDH1A3,Mus musculus,19,Stat4,20471923,20471933
ALDH1A3,Mus musculus,19,Yy1,20472011,20472019
ALDH1A3,Mus musculus,19,Yy1,20472077,20472085
ALDH1A3,Mus musculus,19,Stat4,20472082,20472092
ALDH1A3,Mus musculus,19,Stat4,20472117,20472127
ALDH1A3,Mus musculus,19,Stat4,20472153,20472163
ALDH1A3,Mus musculus,19,Stat4,20472219,20472229
ALDH1A3,Mus musculus,19,Yy1,20472225,20472233
ALDH1A3,Mus musculus,19,Stat4,20472240,20472250
ALDH1A3,Mus musculus,19,Lef1,20472282,20472290
ALDH1A3,Mus musculus,19,Yy1,20472283,20472291
ALDH1A3,Mus musculus,19,Stat4,20472313,20472323
ALDH1A3,Mus musculus,19,Stat4,20472370,20472380
ALDH1A3,Mus musculus,19,Stat4,20472387,20472397
ALDH1A3,Mus musculus,19,Lef1,20472426,20472434
ALDH1A3,Mus musculus,19,Lef1,20472493,20472501
ALDH1A3,Mus musculus,19,Yy1,20472508,20472516
ALDH1A3,Mus musculus,19,Stat4,20472513,20472523
ALDH1A3,Mus musculus,19,Stat4,20472514,20472524
ALDH1A3,Mus musculus,19,Stat4,20472525,20472535
ALDH1A3,Mus musculus,19,Yy1,20472531,20472539
ALDH1A3,Mus musculus,19,Lef1,20472554,20472562
ALDH1A3,Mus musculus,19,Stat4,20472564,20472574
ALDH1A3,Mus musculus,19,Lef1,20472638,20472646
ALDH1A3,Mus musculus,19,Stat4,20472647,20472657
ALDH1A3,Mus musculus,19,Stat4,20472648,20472658
ALDH1A3,Mus musculus,19,MZF1,20472651,20472659
ALDH1A3,Mus musculus,19,Stat4,20472747,20472757
ALDH1A3,Mus musculus,19,Yy1,20472763,20472771
ALDH1A3,Mus musculus,19,Stat4,20472781,20472791
ALDH1A3,Mus musculus,19,Yy1,20472785,20472793
ALDH1A3,Mus musculus,19,HNF4A,20472790,20472799
ALDH1A3,Mus musculus,19,HNF4G,20472790,20472799
ALDH1A3,Mus musculus,19,Stat4,20472795,20472805
ALDH1A3,Mus musculus,19,Stat4,20472796,20472806
ALDH1A3,Mus musculus,19,Stat4,20472814,20472824
ALDH1A3,Mus musculus,19,HNF4A,20472829,20472838
ALDH1A3,Mus musculus,19,HNF4G,20472829,20472838
ALDH1A3,Mus musculus,19,Stat4,20472879,20472889
ALDH1A3,Mus musculus,19,Stat4,20472882,20472892
ALDH1A3,Mus musculus,19,MZF1,20472948,20472956
ALDH1A3,Mus musculus,19,HNF4A,20472972,20472981
ALDH1A3,Mus musculus,19,HNF4G,20472972,20472981
ALDH1A3,Mus musculus,19,MZF1,20473104,20473112
ALDH1A3,Mus musculus,19,MZF1,20473130,20473138
ALDH1A3,Mus musculus,19,Stat4,20473247,20473257
ALDH1A3,Mus musculus,19,Yy1,20473259,20473267
ALDH1A3,Mus musculus,19,Yy1,20473276,20473284
ALDH1A3,Mus musculus,19,Stat4,20473317,20473327
ALDH1A3,Mus musculus,19,Stat4,20473330,20473340
ALDH1A3,Mus musculus,19,Yy1,20473337,20473345
ALDH1A3,Mus musculus,19,Stat4,20473362,20473372
ALDH1A3,Mus musculus,19,HNF4A,20473401,20473410
ALDH1A3,Mus musculus,19,HNF4G,20473401,20473410
ALDH1A3,Mus musculus,19,Yy1,20473417,20473425
ALDH1A3,Mus musculus,19,MZF1,20473454,20473462
ALDH1A3,Mus musculus,19,Stat4,20473477,20473487
ALDH1A3,Mus musculus,19,Stat4,20473478,20473488
ALDH1A3,Mus musculus,19,Lef1,20473548,20473556
ALDH1A3,Mus musculus,19,HNF4A,20473550,20473559
ALDH1A3,Mus musculus,19,HNF4G,20473550,20473559
ALDH1A3,Mus musculus,19,Yy1,20473686,20473694
ALDH1A3,Mus musculus,19,MZF1,20473831,20473839
ALDH1A3,Mus musculus,19,Yy1,20473915,20473923
ALDH1A3,Mus musculus,19,Lef1,20473960,20473968
ALDH1A3,Mus musculus,19,Lef1,20474025,20474033
ALDH1A3,Mus musculus,19,MZF1,20474093,20474101
ALDH1A3,Mus musculus,19,MZF1,20474102,20474110
ALDH1A3,Mus musculus,19,HNF4A,20474305,20474314
ALDH1A3,Mus musculus,19,HNF4G,20474305,20474314
ALDH1A3,Mus musculus,19,MZF1,20474308,20474316
ALDH1A3,Mus musculus,19,Yy1,20474380,20474388
ALDH1A3,Mus musculus,19,HNF4A,20474388,20474397
ALDH1A3,Mus musculus,19,HNF4G,20474388,20474397
ALDH1A3,Mus musculus,19,MZF1,20474410,20474418
ALDH1A3,Mus musculus,19,MZF1,20474436,20474444
ALDH1A3,Mus musculus,19,Stat4,20474446,20474456
ALDH1A3,Mus musculus,19,Yy1,20474468,20474476
ALDH1A3,Mus musculus,19,Lef1,20474472,20474480
ALDH1A3,Mus musculus,19,Lef1,20474562,20474570
ALDH1A3,Mus musculus,19,Lef1,20474597,20474605
ALDH1A3,Mus musculus,19,HNF4G,20474616,20474625
ALDH1A3,Mus musculus,19,Stat4,20474742,20474752
ALDH1A3,Mus musculus,19,MZF1,20474752,20474760
ALDH1A3,Mus musculus,19,Yy1,20474773,20474781
ALDH1A3,Mus musculus,19,HNF4A,20474842,20474851
ALDH1A3,Mus musculus,19,HNF4G,20474842,20474851
ALDH1A3,Mus musculus,19,Stat4,20474845,20474855
ALDH1A3,Mus musculus,19,Stat4,20474846,20474856
ALDH1A3,Mus musculus,19,HNF4G,20475025,20475034
ALDH1A3,Mus musculus,19,Yy1,20475035,20475043
ALDH1A3,Mus musculus,19,MZF1,20475044,20475052
ALDH1A3,Mus musculus,19,Stat4,20475071,20475081
ALDH1A3,Mus musculus,19,Yy1,20475111,20475119
ALDH1A3,Mus musculus,19,Yy1,20475129,20475137
ALDH1A3,Mus musculus,19,Stat4,20475202,20475212
ALDH1A3,Mus musculus,19,MYC,20475220,20475228
ALDH1A3,Mus musculus,19,Stat4,20475309,20475319
ALDH1A3,Mus musculus,19,Yy1,20475366,20475374
ALDH1A3,Mus musculus,19,Lef1,20475425,20475433
ALDH1A3,Mus musculus,19,Yy1,20475438,20475446
ALDH1A3,Mus musculus,19,Lef1,20475473,20475481
ALDH1A3,Mus musculus,19,Stat4,20475486,20475496
ALDH1A3,Mus musculus,19,Lef1,20475488,20475496
ALDH1A3,Mus musculus,19,Yy1,20475511,20475519
ALDH1A3,Mus musculus,19,Lef1,20475560,20475568
ALDH1A3,Mus musculus,19,MZF1,20475575,20475583
ALDH1A3,Mus musculus,19,Yy1,20475580,20475588
ALDH1A3,Mus musculus,19,Yy1,20475618,20475626
ALDH1A3,Mus musculus,19,MZF1,20475650,20475658
ALDH1A3,Mus musculus,19,HNF4A,20475700,20475709
ALDH1A3,Mus musculus,19,HNF4G,20475700,20475709
ALDH1A3,Mus musculus,19,Yy1,20475703,20475711
ALDH1A3,Mus musculus,19,Stat4,20475729,20475739
ALDH1A3,Mus musculus,19,Yy1,20475763,20475771
ALDH1A3,Mus musculus,19,Stat4,20475803,20475813
ALDH1A3,Mus musculus,19,Stat4,20475837,20475847
ALDH1A3,Mus musculus,19,Yy1,20475852,20475860
ALDH1A3,Mus musculus,19,Stat4,20475888,20475898
ALDH1A3,Mus musculus,19,Stat4,20475897,20475907
ALDH1A3,Mus musculus,19,Yy1,20476000,20476008
ALDH1A3,Mus musculus,19,Lef1,20476042,20476050
ALDH1A3,Mus musculus,19,HNF4A,20476044,20476053
ALDH1A3,Mus musculus,19,HNF4G,20476044,20476053
ALDH1A3,Mus musculus,19,Lef1,20476201,20476209
ALDH1A3,Mus musculus,19,Stat4,20476278,20476288
ALDH1A3,Mus musculus,19,Lef1,20476301,20476309
ALDH1A3,Mus musculus,19,MZF1,20476308,20476316
ALDH1A3,Mus musculus,19,Stat4,20476344,20476354
ALDH1A3,Mus musculus,19,MYC,20476382,20476390
ALDH1A3,Mus musculus,19,HNF4A,20476420,20476429
ALDH1A3,Mus musculus,19,HNF4G,20476420,20476429
ALDH1A3,Mus musculus,19,Stat4,20476424,20476434
ALDH1A3,Mus musculus,19,Yy1,20476590,20476598
ALDH1A3,Mus musculus,19,Lef1,20476591,20476599
ALDH1A3,Mus musculus,19,Stat4,20476813,20476823
ALDH1A3,Mus musculus,19,MYC,20476907,20476915
ALDH1A3,Mus musculus,19,Lef1,20476915,20476923
ALDH1A3,Mus musculus,19,MZF1,20476919,20476927
ALDH1A3,Mus musculus,19,HNF4A,20476945,20476954
ALDH1A3,Mus musculus,19,HNF4G,20476945,20476954
ALDH1A3,Mus musculus,19,Stat4,20476968,20476978
ALDH1A3,Mus musculus,19,Stat4,20476969,20476979
ALDH1A3,Mus musculus,19,Yy1,20476992,20477000
ALDH1A3,Mus musculus,19,Stat4,20477017,20477027
ALDH1A3,Mus musculus,19,Lef1,20477020,20477028
ALDH1A3,Mus musculus,19,Yy1,20477026,20477034
ALDH1A3,Mus musculus,19,Yy1,20477047,20477055
ALDH1A3,Mus musculus,19,Yy1,20477094,20477102
ALDH1A3,Mus musculus,19,Yy1,20477116,20477124
ALDH1A3,Mus musculus,19,MZF1,20477163,20477171
ALDH1A3,Mus musculus,19,Yy1,20477186,20477194
ALDH1A3,Mus musculus,19,Yy1,20477193,20477201
ALDH1A3,Mus musculus,19,Stat4,20477221,20477231
ALDH1A3,Mus musculus,19,Stat4,20477249,20477259
ALDH1A3,Mus musculus,19,Yy1,20477271,20477279
ALDH1A3,Mus musculus,19,Stat4,20477308,20477318
ALDH1A3,Mus musculus,19,Stat4,20477380,20477390
ALDH1A3,Mus musculus,19,Stat4,20477460,20477470
ALDH1A3,Mus musculus,19,Lef1,20477510,20477518
ALDH1A3,Mus musculus,19,Yy1,20477521,20477529
ALDH1A3,Mus musculus,19,Yy1,20477559,20477567
ALDH1A3,Mus musculus,19,Lef1,20477634,20477642
ALDH1A3,Mus musculus,19,Stat4,20477675,20477685
ALDH1A3,Mus musculus,19,Yy1,20477702,20477710
ALDH1A3,Mus musculus,19,Yy1,20477820,20477828
ALDH1A3,Mus musculus,19,MYC,20477820,20477828
ALDH1A3,Mus musculus,19,Stat4,20477829,20477839
ALDH1A3,Mus musculus,19,Yy1,20477899,20477907
ALDH1A3,Mus musculus,19,Stat4,20477912,20477922
ALDH1A3,Mus musculus,19,MZF1,20477963,20477971
ALDH1A3,Mus musculus,19,MZF1,20477989,20477997
ALDH1A3,Mus musculus,19,Stat4,20478012,20478022
ALDH1A3,Mus musculus,19,Stat4,20478076,20478086
ALDH1A3,Mus musculus,19,Yy1,20478098,20478106
ALDH1A3,Mus musculus,19,Yy1,20478169,20478177
ALDH1A3,Mus musculus,19,MZF1,20478237,20478245
ALDH1A3,Mus musculus,19,Stat4,20478389,20478399
ALDH1A3,Mus musculus,19,Yy1,20478420,20478428
ALDH1A3,Mus musculus,19,Lef1,20478433,20478441
ALDH1A3,Mus musculus,19,Stat4,20478493,20478503
ALDH1A3,Mus musculus,19,Stat4,20478494,20478504
ALDH1A3,Mus musculus,19,Yy1,20478517,20478525
ALDH1A3,Mus musculus,19,HNF4G,20478674,20478683
ALDH1A3,Mus musculus,19,Yy1,20478684,20478692
ALDH1A3,Mus musculus,19,Yy1,20478737,20478745
ALDH1A3,Mus musculus,19,MYC,20478753,20478761
ALDH1A3,Mus musculus,19,Yy1,20478794,20478802
ALDH1A3,Mus musculus,19,Stat4,20478821,20478831
ALDH1A3,Mus musculus,19,MYC,20478839,20478847
ALDH1A3,Mus musculus,19,Stat4,20478928,20478938
ALDH1A3,Mus musculus,19,Yy1,20478985,20478993
ALDH1A3,Mus musculus,19,Lef1,20479044,20479052
ALDH1A3,Mus musculus,19,Yy1,20479057,20479065
ALDH1A3,Mus musculus,19,Lef1,20479092,20479100
ALDH1A3,Mus musculus,19,MZF1,20479111,20479119
ALDH1A3,Mus musculus,19,Lef1,20479180,20479188
ALDH1A3,Mus musculus,19,MZF1,20479195,20479203
ALDH1A3,Mus musculus,19,Yy1,20479200,20479208
ALDH1A3,Mus musculus,19,Stat4,20479259,20479269
ALDH1A3,Mus musculus,19,Yy1,20479384,20479392
ALDH1A3,Mus musculus,19,Stat4,20479425,20479435
ALDH1A3,Mus musculus,19,Yy1,20479474,20479482
ALDH1A3,Mus musculus,19,MZF1,20479526,20479534
ALDH1A3,Mus musculus,19,Lef1,20479536,20479544
ALDH1A3,Mus musculus,19,Stat4,20479549,20479559
ALDH1A3,Mus musculus,19,Yy1,20479613,20479621
ALDH1A3,Mus musculus,19,Yy1,20479622,20479630
ALDH1A3,Mus musculus,19,Lef1,20479664,20479672
ALDH1A3,Mus musculus,19,HNF4A,20479666,20479675
ALDH1A3,Mus musculus,19,HNF4G,20479666,20479675
ALDH1A3,Mus musculus,19,Lef1,20479762,20479770
ALDH1A3,Mus musculus,19,Yy1,20479764,20479772
ALDH1A3,Mus musculus,19,MZF1,20479793,20479801
ALDH1A3,Mus musculus,19,MZF1,20479799,20479807
ALDH1A3,Mus musculus,19,MZF1,20479805,20479813
ALDH1A3,Mus musculus,19,Lef1,20479818,20479826
ALDH1A3,Mus musculus,19,Stat4,20479901,20479911
ALDH1A3,Mus musculus,19,Lef1,20479924,20479932
ALDH1A3,Mus musculus,19,MZF1,20479931,20479939
ALDH1A3,Mus musculus,19,Yy1,20479965,20479973
ALDH1A3,Mus musculus,19,Yy1,20479973,20479981
ALDH1A3,Mus musculus,19,Yy1,20480022,20480030
ALDH1A3,Mus musculus,19,Stat4,20480027,20480037
ALDH1A3,Mus musculus,19,Lef1,20480038,20480046
ALDH1A3,Mus musculus,19,Lef1,20480059,20480067
ALDH1A3,Mus musculus,19,Stat4,20480067,20480077
ALDH1A3,Mus musculus,19,Yy1,20480155,20480163
ALDH1A3,Mus musculus,19,Yy1,20480156,20480164
ALDH1A3,Mus musculus,19,Stat4,20480165,20480175
ALDH1A3,Mus musculus,19,Lef1,20480219,20480227
ALDH1A3,Mus musculus,19,Stat4,20480236,20480246
ALDH1A3,Mus musculus,19,Yy1,20480319,20480327
ALDH1A3,Mus musculus,19,Yy1,20480346,20480354
ALDH1A3,Mus musculus,19,HNF4A,20480401,20480415
ALDH1A3,Mus musculus,19,HNF4A,20480406,20480415
ALDH1A3,Mus musculus,19,HNF4G,20480406,20480415
ALDH1A3,Mus musculus,19,Yy1,20480426,20480434
ALDH1A3,Mus musculus,19,Stat4,20480476,20480486
ALDH1A3,Mus musculus,19,Yy1,20480483,20480491
ALDH1A3,Mus musculus,19,HNF4A,20480486,20480495
ALDH1A3,Mus musculus,19,HNF4G,20480486,20480495
ALDH1A3,Mus musculus,19,Lef1,20480489,20480497
ALDH1A3,Mus musculus,19,Lef1,20480521,20480529
ALDH1A3,Mus musculus,19,HNF4A,20480541,20480550
ALDH1A3,Mus musculus,19,HNF4G,20480541,20480550
ALDH1A3,Mus musculus,19,Lef1,20480544,20480552
ALDH1A3,Mus musculus,19,Stat4,20480561,20480571
ALDH1A3,Mus musculus,19,Stat4,20480562,20480572
ALDH1A3,Mus musculus,19,Lef1,20480569,20480577
ALDH1A3,Mus musculus,19,MZF1,20480583,20480591
ALDH1A3,Mus musculus,19,HNF4A,20480590,20480599
ALDH1A3,Mus musculus,19,HNF4G,20480590,20480599
ALDH1A3,Mus musculus,19,MAFA,20480604,20480617
ALDH1A3,Mus musculus,19,Stat4,20480607,20480617
ALDH1A3,Mus musculus,19,MYC,20480630,20480638
ALDH1A3,Mus musculus,19,Lef1,20480644,20480652
ALDH1A3,Mus musculus,19,Stat4,20480707,20480717
ALDH1A3,Mus musculus,19,Yy1,20480732,20480740
ALDH1A3,Mus musculus,19,Lef1,20480746,20480754
ALDH1A3,Mus musculus,19,Stat4,20480756,20480766
ALDH1A3,Mus musculus,19,MZF1,20480786,20480794
ALDH1A3,Mus musculus,19,Stat4,20480809,20480819
ALDH1A3,Mus musculus,19,Lef1,20480866,20480874
ALDH1A3,Mus musculus,19,Stat4,20480882,20480892
ALDH1A3,Mus musculus,19,Stat4,20480883,20480893
ALDH1A3,Mus musculus,19,Yy1,20480918,20480926
ALDH1A3,Mus musculus,19,Stat4,20480957,20480967
ALDH1A3,Mus musculus,19,Stat4,20480958,20480968
ALDH1A3,Mus musculus,19,Lef1,20480959,20480967
ALDH1A3,Mus musculus,19,Yy1,20480992,20481000
ALDH1A3,Mus musculus,19,MZF1,20481050,20481058
ALDH1A3,Mus musculus,19,HNF4A,20481091,20481100
ALDH1A3,Mus musculus,19,HNF4G,20481091,20481100
ALDH1A3,Mus musculus,19,Yy1,20481145,20481153
ALDH1A3,Mus musculus,19,Yy1,20481222,20481230
ALDH1A3,Mus musculus,19,Yy1,20481295,20481303
ALDH1A3,Mus musculus,19,Lef1,20481311,20481319
ALDH1A3,Mus musculus,19,Stat4,20481339,20481349
ALDH1A3,Mus musculus,19,Lef1,20481341,20481349
ALDH1A3,Mus musculus,19,Stat4,20481351,20481361
ALDH1A3,Mus musculus,19,MYC,20481364,20481372
ALDH1A3,Mus musculus,19,Stat4,20481525,20481535
ALDH1A3,Mus musculus,19,Stat4,20481526,20481536
ALDH1A3,Mus musculus,19,Lef1,20481537,20481545
ALDH1A3,Mus musculus,19,Yy1,20481541,20481549
ALDH1A3,Mus musculus,19,MZF1,20481560,20481568
ALDH1A3,Mus musculus,19,Yy1,20481576,20481584
ALDH1A3,Mus musculus,19,Stat4,20481579,20481589
ALDH1A3,Mus musculus,19,Lef1,20481600,20481608
ALDH1A3,Mus musculus,19,Stat4,20481622,20481632
ALDH1A3,Mus musculus,19,MYC,20481665,20481673
ALDH1A3,Mus musculus,19,Yy1,20481720,20481728
ALDH1A3,Mus musculus,19,MZF1,20481723,20481731
ALDH1A3,Mus musculus,19,Stat4,20481827,20481837
ALDH1A3,Mus musculus,19,Stat4,20481830,20481840
ALDH1A3,Mus musculus,19,Yy1,20481889,20481897
ALDH1A3,Mus musculus,19,Stat4,20481941,20481951
ALDH1A3,Mus musculus,19,Lef1,20481955,20481963
ALDH1A3,Mus musculus,19,Yy1,20481963,20481971
ALDH1A3,Mus musculus,19,Stat4,20481982,20481992
ALDH1A3,Mus musculus,19,Lef1,20482014,20482022
ALDH1A3,Mus musculus,19,Stat4,20482032,20482042
ALDH1A3,Mus musculus,19,Lef1,20482035,20482043
ALDH1A3,Mus musculus,19,Stat4,20482093,20482103
ALDH1A3,Mus musculus,19,Lef1,20482110,20482118
ALDH1A3,Mus musculus,19,Lef1,20482143,20482151
ALDH1A3,Mus musculus,19,Yy1,20482191,20482199
ALDH1A3,Mus musculus,19,Stat4,20482199,20482209
ALDH1A3,Mus musculus,19,Yy1,20482208,20482216
ALDH1A3,Mus musculus,19,Stat4,20482212,20482222
ALDH1A3,Mus musculus,19,Stat4,20482213,20482223
ALDH1A3,Mus musculus,19,Lef1,20482235,20482243
ALDH1A3,Mus musculus,19,Yy1,20482239,20482247
ALDH1A3,Mus musculus,19,Stat4,20482278,20482288
ALDH1A3,Mus musculus,19,Stat4,20482279,20482289
ALDH1A3,Mus musculus,19,Lef1,20482358,20482366
ALDH1A3,Mus musculus,19,Stat4,20482377,20482387
ALDH1A3,Mus musculus,19,Stat4,20482397,20482407
ALDH1A3,Mus musculus,19,Stat4,20482483,20482493
ALDH1A3,Mus musculus,19,Stat4,20482484,20482494
ALDH1A3,Mus musculus,19,MYC,20482489,20482497
ALDH1A3,Mus musculus,19,Lef1,20482529,20482537
ALDH1A3,Mus musculus,19,Stat4,20482543,20482553
ALDH1A3,Mus musculus,19,Stat4,20482544,20482554
ALDH1A3,Mus musculus,19,MZF1,20482624,20482632
ALDH1A3,Mus musculus,19,HNF4A,20482643,20482652
ALDH1A3,Mus musculus,19,HNF4G,20482643,20482652
ALDH1A3,Mus musculus,19,Lef1,20482694,20482702
ALDH1A3,Mus musculus,19,Stat4,20482739,20482749
ALDH1A3,Mus musculus,19,Yy1,20482760,20482768
